"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer._","Answer.confAnswer0","Answer.confAnswer1","Answer.confAnswer10","Answer.confAnswer2","Answer.confAnswer3","Answer.confAnswer4","Answer.confAnswer5","Answer.confAnswer6","Answer.confAnswer7","Answer.confAnswer8","Answer.confAnswer9","Answer.confidenceTime0","Answer.confidenceTime1","Answer.confidenceTime10","Answer.confidenceTime2","Answer.confidenceTime3","Answer.confidenceTime4","Answer.confidenceTime5","Answer.confidenceTime6","Answer.confidenceTime7","Answer.confidenceTime8","Answer.confidenceTime9","Answer.estimAnswer0","Answer.estimAnswer1","Answer.estimAnswer10","Answer.estimAnswer2","Answer.estimAnswer3","Answer.estimAnswer4","Answer.estimAnswer5","Answer.estimAnswer6","Answer.estimAnswer7","Answer.estimAnswer8","Answer.estimAnswer9","Answer.estimationTime0","Answer.estimationTime1","Answer.estimationTime10","Answer.estimationTime2","Answer.estimationTime3","Answer.estimationTime4","Answer.estimationTime5","Answer.estimationTime6","Answer.estimationTime7","Answer.estimationTime8","Answer.estimationTime9","Answer.opinion0","Answer.opinion1","Answer.opinion10","Answer.opinion2","Answer.opinion3","Answer.opinion4","Answer.opinion5","Answer.opinion6","Answer.opinion7","Answer.opinion8","Answer.opinion9","Answer.orig_index0","Answer.orig_index1","Answer.orig_index10","Answer.orig_index2","Answer.orig_index3","Answer.orig_index4","Answer.orig_index5","Answer.orig_index6","Answer.orig_index7","Answer.orig_index8","Answer.orig_index9","Answer.reactionTimeAnswer0","Answer.reactionTimeAnswer1","Answer.reactionTimeAnswer10","Answer.reactionTimeAnswer2","Answer.reactionTimeAnswer3","Answer.reactionTimeAnswer4","Answer.reactionTimeAnswer5","Answer.reactionTimeAnswer6","Answer.reactionTimeAnswer7","Answer.reactionTimeAnswer8","Answer.reactionTimeAnswer9","Answer.realFakeTime0","Answer.realFakeTime1","Answer.realFakeTime10","Answer.realFakeTime2","Answer.realFakeTime3","Answer.realFakeTime4","Answer.realFakeTime5","Answer.realFakeTime6","Answer.realFakeTime7","Answer.realFakeTime8","Answer.realFakeTime9","Answer.startTime0","Answer.startTime1","Answer.startTime10","Answer.startTime2","Answer.startTime3","Answer.startTime4","Answer.startTime5","Answer.startTime6","Answer.startTime7","Answer.startTime8","Answer.startTime9","Answer.validAnswer0","Answer.validAnswer1","Answer.validAnswer10","Answer.validAnswer2","Answer.validAnswer3","Answer.validAnswer4","Answer.validAnswer5","Answer.validAnswer6","Answer.validAnswer7","Answer.validAnswer8","Answer.validAnswer9","Answer.validationTime0","Answer.validationTime1","Answer.validationTime10","Answer.validationTime2","Answer.validationTime3","Answer.validationTime4","Answer.validationTime5","Answer.validationTime6","Answer.validationTime7","Answer.validationTime8","Answer.validationTime9","Approve","Reject"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","37UQDCYH6YGZ448GZRZXNXR59YBV7M","A2SENAPNSXG9L","Approved","Tue Jun 19 10:38:28 PDT 2018","Tue Jun 19 12:55:05 PDT 2018","Tue Jun 19 13:55:05 PDT 2018","2018-06-19 20:56:00 UTC","","","8197","100% (1/1)","100% (1/1)","100% (1/1)","{}","60","50","50","70","65","65","70","50","70","80","50","1529437704017","1529437853832","1529438021231","1529438096649","1529437571703","1529437764174","1529437793935","1529438067742","1529437728903","1529437992951","1529437691266","50","50","55","70","55","50","55","60","50","65","60","1529437706978","1529437856546","1529438023886","1529438098280","1529437572926","1529437765763","1529437795817","1529438069201","1529437730095","1529437995013","1529437631253","-1","1","-1","1","1","-1","-1","-1","-1","1","-1","10","19","87","51","53","55","70","71","72","81","82","24444","60499","36027","27733","54571","28573","30025","40159","21315","138514","79528","1529437703639","1529437809742","1529438009347","1529438096129","1529437570902","1529437759140","1529437793043","1529438067296","1529437728412","1529437992322","1529437628980","1529437693336","1529437797693","1529437996707","1529438072895","1529437559236","1529437739095","1529437767668","1529438032735","1529437717780","1529437858192","1529437613807","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529437711572","1529437851647","1529438024902","1529438086112","1529437577407","1529437761022","1529437778752","1529438055202","1529437736806","1529437981613","1529437678036"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","39ASUFLU6YSCH8SLMEELHSG7BWNXED","A2ADEPVGNNXNPA","Approved","Tue Jun 19 10:38:26 PDT 2018","Tue Jun 19 11:19:17 PDT 2018","Tue Jun 19 12:19:17 PDT 2018","2018-06-19 19:20:00 UTC","","","2451","100% (2/2)","100% (1/1)","100% (1/1)","{}","60","75","60","50","50","50","50","50","50","65","50","1529431922423","1529432308405","1529430167779","1529432079646","1529431954004","1529430126832","1529430008789","1529431995500","1529432295917","1529430224619","1529432097884","60","60","50","50","50","50","50","50","50","65","50","1529431931495","1529432312623","1529430153694","1529432086026","1529431956710","1529430129934","1529430014566","1529431996871","1529432299244","1529430229369","1529432099309","1","1","1","-1","-1","1","-1","-1","1","1","-1","10","19","87","51","53","55","70","71","72","81","82","1319170","30850","65008","82723","40900","37184","115947","17861","180559","421809","33487","1529431919340","1529432307334","1529430148028","1529432079103","1529431953529","1529430125441","1529430008093","1529431994189","1529432294792","1529430223981","1529432097343","1529430628046","1529432302756","1529430141229","1529432005977","1529431947216","1529430104045","1529429988098","1529431988116","1529432122197","1529430206237","1529432088710","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529431942483","1529432330342","1529430202566","1529432067461","1529431983035","1529430133177","1529430099269","1529432002564","1529432285478","1529430614815","1529432117334"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","39GAF6DQWSLLTITEABIOMN0S6CBV1P","A1K0S514CEY1UG","Approved","Tue Jun 19 10:38:29 PDT 2018","Tue Jun 19 12:47:41 PDT 2018","Tue Jun 19 13:47:41 PDT 2018","2018-06-19 20:48:00 UTC","","","7752","100% (1/1)","100% (1/1)","100% (1/1)","{}","100","70","79","80","80","50","95","98","50","100","75","1529436674425","1529436773817","1529436493904","1529437462802","1529437293240","1529436568757","1529437275840","1529437141912","1529436610467","1529437646559","1529436589238","0","50","60","20","75","70","95","75","60","90","70","1529436676318","1529437118353","1529436497049","1529437465011","1529437294977","1529436559871","1529437278278","1529437144113","1529436612204","1529437649496","1529436592455","-1","-1","1","-1","1","-1","1","1","1","1","1","10","19","87","51","53","55","70","71","72","81","82","35463","440155","631170","168569","20402","44689","132927","27040","50046","181981","23811","1529436673853","1529436766759","1529436493115","1529437462187","1529437291593","1529436547046","1529437275212","1529437141196","1529436609791","1529437645867","1529436588500","1529436644644","1529436680107","1529435894926","1529437300634","1529437280231","1529436526096","1529437147302","1529437120262","1529436594597","1529437469204","1529436570785","grapefruit","Banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529436672071","1529436762954","1529436523238","1529437456573","1529437288605","1529436541891","1529437272817","1529437138427","1529436607630","1529437643917","1529436584208"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3A7Y0R2P2P9KSOED0FPCE8TZG4JXJY","A34UER5ZQ5APMB","Approved","Tue Jun 19 10:38:29 PDT 2018","Tue Jun 19 11:07:25 PDT 2018","Tue Jun 19 12:07:25 PDT 2018","2018-06-19 19:08:00 UTC","","","1736","100% (1/1)","100% (1/1)","100% (1/1)","{}","100","85","50","55","75","66","50","60","50","70","75","1529430730011","1529431487782","1529431393453","1529431030812","1529431113045","1529431552725","1529430976342","1529430875921","1529431440754","1529431589519","1529431245057","35","50","30","30","60","60","35","50","45","60","40","1529430731781","1529431487599","1529431287421","1529431032813","1529431123326","1529431554141","1529430977676","1529430882233","1529431441830","1529431608070","1529431258933","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","10","19","87","51","53","55","70","71","72","81","82","99361","66072","133224","55900","89050","42200","75901","145150","50876","77351","136128","1529430729528","1529431482186","1529431284356","1529431030165","1529431111984","1529431552127","1529430975852","1529430872909","1529431428974","1529431588784","1529431161853","1529430663695","1529431449286","1529431265186","1529430984107","1529431040007","1529431515358","1529430908206","1529430763056","1529431398410","1529431557559","1529431129057","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529430760662","1529431513108","1529431382837","1529431037782","1529431124944","1529431556038","1529430983574","1529430906515","1529431447128","1529431633661","1529431258025"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3AUQQEL7U6ELMT8WESEO8IHI1K5V0M","A3VAAV7ZCSO7NA","Approved","Tue Jun 19 10:38:26 PDT 2018","Tue Jun 19 11:14:00 PDT 2018","Tue Jun 19 12:14:00 PDT 2018","2018-06-19 19:15:00 UTC","","","2134","100% (1/1)","100% (1/1)","100% (1/1)","{}","100","90","75","60","60","50","50","60","75","50","100","1529431765484","1529431157155","1529431671035","1529431886433","1529431275191","1529432017051","1529431039348","1529431962334","1529431115351","1529431549291","1529430840378","10","40","60","70","75","40","60","50","70","50","20","1529431740751","1529431187344","1529431672817","1529431890144","1529431281572","1529432020727","1529430976458","1529431964671","1529431119113","1529431553073","1529430862759","-1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","10","19","87","51","53","55","70","71","72","81","82","101623","85184","76696","116008","88897","59947","127257","78989","79059","297287","225546","1529431707578","1529431156181","1529431669928","1529431885833","1529431274481","1529432016477","1529430972640","1529431961292","1529431114761","1529431548352","1529430839763","1529431676496","1529431128431","1529431599800","1529431778119","1529431213616","1529431973117","1529430922114","1529431894127","1529431049371","1529431302513","1529430696568","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529431742980","1529431184279","1529431656930","1529431827410","1529431301098","1529432023383","1529431018843","1529431967229","1529431125479","1529431594919","1529430868780"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3BF51CHDTWVG4SDC93XKTHQ9T5V0H2","A13PXTFOXDCKBF","Approved","Tue Jun 19 10:38:30 PDT 2018","Tue Jun 19 11:00:28 PDT 2018","Tue Jun 19 12:00:28 PDT 2018","2018-06-19 19:01:00 UTC","","","1318","100% (1/1)","100% (1/1)","100% (1/1)","{}","90","70","50","80","60","70","50","60","60","70","80","1529431149684","1529431115668","1529431224109","1529431180085","1529431015028","1529431092173","1529430948435","1529431050093","1529430986644","1529430758277","1529430650333","20","50","30","30","40","30","60","40","50","80","80","1529431151176","1529431118197","1529431202080","1529431178028","1529431018789","1529431090732","1529430953229","1529431060378","1529430988957","1529430773528","1529430674087","-1","1","-1","-1","1","-1","1","-1","-1","1","1","10","19","87","51","53","55","70","71","72","81","82","31399","30352","37609","29639","42080","27638","194263","34592","20847","52789","192896","1529431141924","1529431112547","1529431196652","1529431165340","1529431013100","1529431072428","1529430904869","1529431049132","1529430982132","1529430757956","1529430649901","1529431127613","1529431097260","1529431188652","1529431159012","1529430992949","1529431069622","1529430777837","1529431035029","1529430972102","1529430725047","1529430532151","grapefruit","Banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529431145644","1529431124652","1529431213445","1529431174436","1529431030685","1529431084292","1529430955604","1529431040732","1529430990557","1529430775412","1529430721173"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3COPXFW7XCXAUZI4W9F7LA79TUAKPW","A3TAJQPYQE1GU4","Approved","Tue Jun 19 13:12:05 PDT 2018","Tue Jun 19 13:28:11 PDT 2018","Tue Jun 19 14:28:11 PDT 2018","2018-06-19 21:29:00 UTC","","","966","100% (1/1)","100% (1/1)","100% (1/1)","{}","95","90","60","55","90","60","60","60","50","80","100","1529439900570","1529440017978","1529439981914","1529439931924","1529439865341","1529439822979","1529439770092","1529440081867","1529440059284","1529439810073","1529439989510","95","50","50","30","90","70","60","50","50","80","50","1529439902333","1529440019826","1529439982741","1529439933551","1529439867430","1529439825244","1529439760981","1529440078958","1529440060939","1529439811843","1529439991403","-1","-1","-1","1","-1","-1","1","-1","-1","1","1","10","19","87","51","53","55","70","71","72","81","82","24540","32461","48486","29025","40812","28157","74183","25050","26464","40736","18926","1529439886530","1529440017425","1529439981334","1529439931283","1529439848806","1529439821826","1529439756191","1529440084416","1529440058110","1529439809317","1529439988953","1529439881955","1529440002933","1529439935521","1529439906495","1529439841143","1529439812986","1529439698065","1529440061858","1529440035394","1529439772250","1529439984007","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529439897685","1529440030793","1529439977928","1529439926501","1529439879714","1529439836785","1529439739458","1529440074921","1529440051148","1529439804199","1529439998868"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3CP1TO84PUMBK9WVNO0PN8GYLX452W","A1MTRZDRKNB9GV","Approved","Tue Jun 19 16:39:13 PDT 2018","Tue Jun 19 17:39:14 PDT 2018","Tue Jun 19 18:39:14 PDT 2018","2018-06-20 01:40:00 UTC","","","3601","100% (1/1)","100% (1/1)","100% (1/1)","{}","85","85","90","85","75","95","50","75","85","95","55","1529454808707","1529454940516","1529454818787","1529454666123","1529454741915","1529454960221","1529454467730","1529455038156","1529454929467","1529455079396","1529455047372","85","65","90","90","80","65","60","50","65","50","65","1529454811934","1529454942652","1529454821156","1529454668884","1529454744684","1529454963051","1529454471187","1529455040636","1529454932253","1529455081732","1529455049906","1","1","1","1","1","1","1","1","1","1","1","10","19","87","51","53","55","70","71","72","81","82","66153","20430","47929","87806","75838","19942","120474","67401","73015","45631","31247","1529454807890","1529454939706","1529454818201","1529454665416","1529454741105","1529454959425","1529454466872","1529455037482","1529454928865","1529455078538","1529455046474","1529454747953","1529454935050","1529454814106","1529454584306","1529454672115","1529454955482","1529454463832","1529454975425","1529454862035","1529455074076","1529455042827","grapefruit","Banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529454791092","1529454953092","1529454858580","1529454663533","1529454738925","1529454972956","1529454581787","1529455033284","1529454927076","1529455117182","1529455070988"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3E337GFOLAT5PSA8Q3H0JTALMYSNG0","A2LT6KC1X51FVW","Approved","Tue Jun 19 16:39:24 PDT 2018","Tue Jun 19 16:59:14 PDT 2018","Tue Jun 19 17:59:14 PDT 2018","2018-06-20 01:00:00 UTC","","","1190","100% (2/2)","100% (1/1)","100% (1/1)","{}","50","75","73","57","95","80","80","65","50","82","50","1529451940962","1529451996225","1529452195496","1529452151872","1529451883744","1529452330833","1529452398940","1529452737724","1529452517601","1529452596511","1529452278130","50","40","69","52","84","50","41","80","50","49","50","1529451943947","1529451997949","1529452197706","1529452096677","1529451886902","1529452332619","1529452402930","1529452740320","1529452519247","1529452600315","1529452280093","-1","1","1","-1","1","-1","-1","1","-1","-1","-1","10","19","87","51","53","55","70","71","72","81","82","50158","54867","60491","151419","79475","46623","116918","41362","62283","187258","76841","1529451940541","1529451995537","1529452194405","1529452094189","1529451883032","1529452330188","1529452398311","1529452736944","1529452516937","1529452596032","1529452277613","1529451904163","1529451954321","1529452160610","1529452009190","1529451824688","1529452297944","1529452344568","1529452711027","1529452461486","1529452523769","1529452221102","grapefruit","Banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529451946239","1529452001224","1529452217670","1529452103231","1529451892455","1529452340902","1529452407567","1529452743420","1529452519741","1529452603328","1529452292040"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3EFE17QCRDQG51XOI5G43NWSOXDSHG","A2RBF3IIJP15IH","Approved","Tue Jun 19 10:38:28 PDT 2018","Tue Jun 19 14:57:42 PDT 2018","Tue Jun 19 15:57:42 PDT 2018","2018-06-19 22:58:00 UTC","","","15554","100% (1/1)","100% (1/1)","100% (1/1)","{}","50","60","60","100","80","70","60","80","70","60","80","1529445191818","1529445249208","1529445430635","1529444954361","1529445398551","1529445368362","1529445165037","1529445446118","1529445345287","1529445315993","1529436150857","50","50","60","20","70","60","60","70","60","50","30","1529445195761","1529445251152","1529445433164","1529444957744","1529445401509","1529445371030","1529445150418","1529445447834","1529445347279","1529445319203","1529436244770","1","1","1","-1","-1","1","1","1","1","-1","-1","10","19","87","51","53","55","70","71","72","81","82","32176","55063","33703","8611277","28925","24693","184315","15769","27010","68031","6285589","1529445191215","1529445247760","1529445430079","1529444953492","1529445398058","1529445367725","1529445018178","1529445445525","1529445344192","1529445308840","1529436150458","1529445168310","1529445200486","1529445404213","1529436372714","1529445375288","1529445350592","1529444983995","1529445437916","1529445323581","1529445255550","1529430087124","grapefruit","Banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529445198390","1529445252728","1529445436829","1529444979585","1529445402785","1529445373778","1529445152202","1529445451381","1529445348559","1529445322122","1529436368843"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3F6KKYWMNCM2D80HODGSD87O96CNDQ","A1NSHNH3MNFRGW","Approved","Tue Jun 19 10:38:26 PDT 2018","Tue Jun 19 11:27:22 PDT 2018","Tue Jun 19 12:27:22 PDT 2018","2018-06-19 19:28:00 UTC","","","2936","100% (1/1)","100% (1/1)","100% (1/1)","{}","100","70","50","55","100","80","100","60","80","75","70","1529432950328","1529432766274","1529432810360","1529432703499","1529432464457","1529432904899","1529432826690","1529432450201","1529432528950","1529432277872","1529432598375","70","75","50","50","90","20","95","60","70","80","70","1529432954892","1529432769977","1529432814379","1529432705157","1529432495402","1529432908268","1529432863729","1529432434020","1529432531044","1529432285598","1529432603996","1","1","1","-1","-1","-1","-1","1","-1","1","1","10","19","87","51","53","55","70","71","72","81","82","33101","61758","42136","105333","45726","61445","48648","63203","66853","176484","40174","1529432949574","1529432722158","1529432809834","1529432694439","1529432464081","1529432894567","1529432825663","1529432431157","1529432528478","1529432276517","1529432574581","1529432926599","1529432712611","1529432774370","1529432607278","1529432454525","1529432865154","1529432816506","1529432391321","1529432500251","1529432214836","1529432567104","grapefruit","Banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529432947148","1529432756913","1529432803276","1529432685530","1529432491563","1529432902712","1529432857656","1529432422146","1529432533993","1529432389952","1529432596017"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3FFJ6VRIL29G0NOWFLF5TTROTIA0IV","A1J2LT95B6EXC2","Approved","Tue Jun 19 10:38:32 PDT 2018","Tue Jun 19 15:54:12 PDT 2018","Tue Jun 19 16:54:12 PDT 2018","2018-06-19 23:55:00 UTC","","","18940","100% (1/1)","100% (1/1)","100% (1/1)","{}","99.5","{}","{}","{}","{}","{}","{}","99.5","{}","{}","{}","1529448761584","{}","{}","{}","{}","{}","{}","1529448397556","{}","{}","{}","99.9","{}","{}","{}","{}","{}","{}","99.5","{}","{}","{}","1529448765858","{}","{}","{}","{}","{}","{}","1529448457329","{}","{}","{}","1","","","","","","","1","","","","10","19","87","51","53","55","70","71","72","81","82","{}","{}","{}","{}","{}","{}","{}","365826","{}","{}","{}","1529448761081","{}","{}","{}","{}","{}","{}","1529448384489","{}","{}","{}","1529448747474","{}","{}","{}","{}","{}","{}","1529448381648","{}","{}","{}","Democracy Dies in Darkness","{}","{}","{}","{}","{}","{}","blueberry","{}","{}","{}","1529448845466","{}","{}","{}","{}","{}","{}","1529448745185","{}","{}","{}"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3FPRZHYEPZSH3L7TXFW7AGFP4WPV3H","A1DUPOUC9RNU4L","Approved","Tue Jun 19 10:38:27 PDT 2018","Tue Jun 19 12:32:46 PDT 2018","Tue Jun 19 13:32:46 PDT 2018","2018-06-19 20:33:00 UTC","","","6859","100% (1/1)","100% (1/1)","100% (1/1)","{}","100","90","100","100","100","100","100","100","80","100","100","1529436663503","1529436750095","1529435886456","1529436493384","1529436583769","1529436025135","1529436193069","1529435447853","1529436124955","1529436380680","1529435581030","45","20","50","25","60","40","80","30","50","80","70","1529436668195","1529436754251","1529435891027","1529436507178","1529436587017","1529436029549","1529436197442","1529435465607","1529436131959","1529436384344","1529435585787","-1","1","1","1","1","1","1","-1","-1","1","1","10","19","87","51","53","55","70","71","72","81","82","41807","86500","316961","122012","121122","125029","65690","90644","101935","187214","88495","1529436662873","1529436749212","1529435885616","1529436470361","1529436563701","1529436023572","1529436192384","1529435446727","1529436124303","1529436379918","1529435579658","1529436631436","1529436673243","1529435591472","1529436388301","1529436510314","1529435908433","1529436135397","1529435412331","1529436033462","1529436201087","1529435502975","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529436655895","1529436725463","1529435880204","1529436497948","1529436627593","1529436021281","1529436168468","1529435494993","1529436121239","1529436373031","1529435555754"
